genre,subgenre,prompt,tags,mv,pair_group
hiphop,jazz rap,"jazz rap hiphop, contemplative atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, contemplative atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, contemplative atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, contemplative atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, hype atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, melancholic atmosphere, featuring sampled soul loop chopped over hard-hitting 808 bass and snare","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, confident atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, introspective atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, aggressive atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, laid-back atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, nostalgic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, triumphant atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, gritty atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, contemplative atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, hype atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, melancholic atmosphere, featuring dusty vinyl sample with boom bap drums and punchy kick","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, confident atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, introspective atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, aggressive atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,hardcore hip hop,"hardcore hip hop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,southern hip hop,"southern hip hop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,alternative hip hop,"alternative hip hop, laid-back atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,boom bap,"boom bap hiphop, nostalgic atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,trap,"trap hiphop, nostalgic atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
hiphop,lo-fi hip hop,"lo-fi hip hop, nostalgic atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, boom bap, sample",chirp-v5,hiphop
hiphop,conscious hip hop,"conscious hip hop, nostalgic atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, lo-fi, chill",chirp-v5,hiphop
hiphop,drill,"drill hiphop, nostalgic atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, conscious, jazz",chirp-v5,hiphop
hiphop,cloud rap,"cloud rap hiphop, nostalgic atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, rap, 808",chirp-v5,hiphop
hiphop,jazz rap,"jazz rap hiphop, nostalgic atmosphere, featuring trap hi-hats and sliding 808 bassline with dark melody","hip hop, trap, bass",chirp-v5,hiphop
